"long","lat","bio1","bio12"
-68.9374999996725,-19.5625000002575,3.5153329372406,152
-68.8541666663385,-19.4791666669235,4.31349992752075,158
-68.8124999996715,-19.4375000002565,4.8411660194397,161
-68.9791666663395,-19.3958333335895,3.91533303260803,165
-68.9791666663395,-19.3958333335895,3.91533303260803,165
-68.9374999996725,-19.3958333335895,3.27083301544189,175
-69.1458333330075,-19.3125000002555,4.27616596221924,166
-69.0208333330065,-19.2708333335885,3.81733298301697,182
-69.1041666663405,-19.2708333335885,3.47416710853577,181
-68.8541666663385,-19.2291666669215,5.33699989318848,177
-68.9374999996725,-19.1875000002545,4.29549980163574,197
-69.0208333330065,-19.1875000002545,2.59400010108948,206
-69.2708333330085,-19.1458333335875,5.8513331413269,154
-69.2708333330085,-19.1458333335875,5.8513331413269,154
-68.9374999996725,-19.1041666669205,3.84766697883606,214
-69.2708333330085,-19.0208333335865,6.12866687774658,166
-68.9374999996725,-19.0208333335865,3.98049998283386,229
-68.9374999996725,-18.9791666669195,3.76983308792114,238
-69.2708333330085,-18.9375000002525,6.58599996566772,169
-69.1041666663405,-18.9375000002525,2.60899996757507,245
-68.9791666663395,-18.9375000002525,2.55749988555908,250
-69.1041666663405,-18.8958333335855,3.46166706085205,238
-69.0208333330065,-18.8958333335855,3.59649991989136,241
-69.1874999996745,-18.8541666669185,3.74983310699463,234
-68.9374999996725,-18.8125000002515,3.20533299446106,264
-69.0624999996735,-18.8125000002515,3.59500002861023,253
-69.1041666663405,-18.8125000002515,3.53233289718628,251
-69.1874999996745,-18.7708333335845,3.20000004768372,257
-69.3541666663425,-18.7291666669175,4.64699983596802,228
-69.0624999996735,-18.6875000002505,4.30950021743774,271
-69.1874999996745,-18.6458333335835,4.26700019836426,275
-69.2708333330085,-18.6041666669165,3.10816693305969,281
-69.3958333330095,-18.5625000002495,1.88450002670288,271
-69.1458333330075,-18.5625000002495,5.03916597366333,274
-69.1874999996745,-18.5625000002495,4.86700010299683,279
-67.8124999996635,-18.5625000002495,8.21883296966553,270
